title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
Going Away,radio,旅行,travel,trip,bus,car,train,plane,hotel,beach,map,bag,A,
,radio,旅程,travel,trip,bus,car,train,plane,hotel,beach,map,bag,B,
,radio,巴士,travel,trip,bus,car,train,plane,hotel,beach,map,bag,C,
,radio,汽车,travel,trip,bus,car,train,plane,hotel,beach,map,bag,D,
,radio,火车,travel,trip,bus,car,train,plane,hotel,beach,map,bag,E,
,radio,飞机,travel,trip,bus,car,train,plane,hotel,beach,map,bag,F,
,radio,酒店,travel,trip,bus,car,train,plane,hotel,beach,map,bag,G,
,radio,海滩,travel,trip,bus,car,train,plane,hotel,beach,map,bag,H,
,radio,地图,travel,trip,bus,car,train,plane,hotel,beach,map,bag,I,
,radio,袋子；包,travel,trip,bus,car,train,plane,hotel,beach,map,bag,J,
,radio,相机,camera,island,mountain,lake,airport,station,plane,hotel,beach,map,A,
,radio,岛,camera,island,mountain,lake,airport,station,plane,hotel,beach,map,B,
,radio,山,camera,island,mountain,lake,airport,station,plane,hotel,beach,map,C,
,radio,湖,camera,island,mountain,lake,airport,station,plane,hotel,beach,map,D,
,radio,机场,camera,island,mountain,lake,airport,station,plane,hotel,beach,map,E,
,radio,车站,camera,island,mountain,lake,airport,station,plane,hotel,beach,map,F,
