title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
Growing Up,radio,婴儿,baby,child,adult,family,friend,birthday,grow,age,young,old,A,
,radio,孩子,baby,child,adult,family,friend,birthday,grow,age,young,old,B,
,radio,成人,baby,child,adult,family,friend,birthday,grow,age,young,old,C,
,radio,家庭,baby,child,adult,family,friend,birthday,grow,age,young,old,D,
,radio,朋友,baby,child,adult,family,friend,birthday,grow,age,young,old,E,
,radio,生日,baby,child,adult,family,friend,birthday,grow,age,young,old,F,
,radio,成长,baby,child,adult,family,friend,birthday,grow,age,young,old,G,
,radio,年龄,baby,child,adult,family,friend,birthday,grow,age,young,old,H,
,radio,年轻的,baby,child,adult,family,friend,birthday,grow,age,young,old,I,
,radio,老的；旧的,baby,child,adult,family,friend,birthday,grow,age,young,old,J,
,radio,高的,tall,short,strong,kind,happy,schoolmate,adult,family,friend,young,A,
,radio,矮的；短的,tall,short,strong,kind,happy,schoolmate,adult,family,friend,young,B,
,radio,强壮的,tall,short,strong,kind,happy,schoolmate,adult,family,friend,young,C,
,radio,善良的,tall,short,strong,kind,happy,schoolmate,adult,family,friend,young,D,
,radio,开心的,tall,short,strong,kind,happy,schoolmate,adult,family,friend,young,E,
,radio,同学,tall,short,strong,kind,happy,schoolmate,adult,family,friend,young,F,
