title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
Wild Life,radio,濒临绝种的,endangered,conservation,predator,camouflage,nocturnal,extinction,poaching,sanctuary,ecosystem,survival,A,
,radio,保育,endangered,conservation,predator,camouflage,nocturnal,extinction,poaching,sanctuary,ecosystem,survival,B,
,radio,捕食者,endangered,conservation,predator,camouflage,nocturnal,extinction,poaching,sanctuary,ecosystem,survival,C,
,radio,伪装,endangered,conservation,predator,camouflage,nocturnal,extinction,poaching,sanctuary,ecosystem,survival,D,
,radio,夜行性的,endangered,conservation,predator,camouflage,nocturnal,extinction,poaching,sanctuary,ecosystem,survival,E,
,radio,绝种,endangered,conservation,predator,camouflage,nocturnal,extinction,poaching,sanctuary,ecosystem,survival,F,
,radio,非法捕猎,endangered,conservation,predator,camouflage,nocturnal,extinction,poaching,sanctuary,ecosystem,survival,G,
,radio,保护区,endangered,conservation,predator,camouflage,nocturnal,extinction,poaching,sanctuary,ecosystem,survival,H,
,radio,生态系统,endangered,conservation,predator,camouflage,nocturnal,extinction,poaching,sanctuary,ecosystem,survival,I,
,radio,生存,endangered,conservation,predator,camouflage,nocturnal,extinction,poaching,sanctuary,ecosystem,survival,J,
