title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
Going Away,radio,目的地,destination,accommodation,itinerary,departure,arrival,exploration,expedition,sightseeing,travel agent,memorable,A,
,radio,住宿,destination,accommodation,itinerary,departure,arrival,exploration,expedition,sightseeing,travel agent,memorable,B,
,radio,行程表,destination,accommodation,itinerary,departure,arrival,exploration,expedition,sightseeing,travel agent,memorable,C,
,radio,出发,destination,accommodation,itinerary,departure,arrival,exploration,expedition,sightseeing,travel agent,memorable,D,
,radio,抵达,destination,accommodation,itinerary,departure,arrival,exploration,expedition,sightseeing,travel agent,memorable,E,
,radio,探索,destination,accommodation,itinerary,departure,arrival,exploration,expedition,sightseeing,travel agent,memorable,F,
,radio,远征；探险,destination,accommodation,itinerary,departure,arrival,exploration,expedition,sightseeing,travel agent,memorable,G,
,radio,观光,destination,accommodation,itinerary,departure,arrival,exploration,expedition,sightseeing,travel agent,memorable,H,
,radio,旅行社人员,destination,accommodation,itinerary,departure,arrival,exploration,expedition,sightseeing,travel agent,memorable,I,
,radio,难忘的,destination,accommodation,itinerary,departure,arrival,exploration,expedition,sightseeing,travel agent,memorable,J,
