title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
Towns and Cities,radio,城镇,town,city,street,shop,park,school,hospital,market,bank,road,A,
,radio,城市,town,city,street,shop,park,school,hospital,market,bank,road,B,
,radio,街道,town,city,street,shop,park,school,hospital,market,bank,road,C,
,radio,商店,town,city,street,shop,park,school,hospital,market,bank,road,D,
,radio,公园,town,city,street,shop,park,school,hospital,market,bank,road,E,
,radio,学校,town,city,street,shop,park,school,hospital,market,bank,road,F,
,radio,医院,town,city,street,shop,park,school,hospital,market,bank,road,G,
,radio,市场,town,city,street,shop,park,school,hospital,market,bank,road,H,
,radio,银行,town,city,street,shop,park,school,hospital,market,bank,road,I,
,radio,道路,town,city,street,shop,park,school,hospital,market,bank,road,J,
,radio,巴士站,bus stop,police station,post office,river,car park,hotel,park,school,hospital,market,A,
,radio,警察局,bus stop,police station,post office,river,car park,hotel,park,school,hospital,market,B,
,radio,邮政局,bus stop,police station,post office,river,car park,hotel,park,school,hospital,market,C,
,radio,河流,bus stop,police station,post office,river,car park,hotel,park,school,hospital,market,D,
,radio,停车场,bus stop,police station,post office,river,car park,hotel,park,school,hospital,market,E,
,radio,酒店,bus stop,police station,post office,river,car park,hotel,park,school,hospital,market,F,
