title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
Learning World,radio,知识,knowledge,experiment,presentation,assignment,revision,concentration,improvement,explanation,information,achievement,A,
,radio,实验,knowledge,experiment,presentation,assignment,revision,concentration,improvement,explanation,information,achievement,B,
,radio,报告；呈现,knowledge,experiment,presentation,assignment,revision,concentration,improvement,explanation,information,achievement,C,
,radio,作业,knowledge,experiment,presentation,assignment,revision,concentration,improvement,explanation,information,achievement,D,
,radio,复习,knowledge,experiment,presentation,assignment,revision,concentration,improvement,explanation,information,achievement,E,
,radio,专注力,knowledge,experiment,presentation,assignment,revision,concentration,improvement,explanation,information,achievement,F,
,radio,进步,knowledge,experiment,presentation,assignment,revision,concentration,improvement,explanation,information,achievement,G,
,radio,解释,knowledge,experiment,presentation,assignment,revision,concentration,improvement,explanation,information,achievement,H,
,radio,资料,knowledge,experiment,presentation,assignment,revision,concentration,improvement,explanation,information,achievement,I,
,radio,成就,knowledge,experiment,presentation,assignment,revision,concentration,improvement,explanation,information,achievement,J,
